id,customer_id,identifier_type,identifier_value,confidence_score,source_channel,is_verified,verified_at
222,1bd7ad4b-aef6-4932-8534-1418ea2873b9,facebook_id,fb_149870,0.85,facebook,False,
223,1c7c3324-f1e9-4e23-bab8-389c00eb9a53,email,manuelafonseca@example.org,1.0,email,True,2025-07-12 13:50:49.064431
224,1c7c3324-f1e9-4e23-bab8-389c00eb9a53,phone,(011) 1350 3477,0.95,whatsapp,True,2025-08-21 13:50:49.064433
225,1c7c3324-f1e9-4e23-bab8-389c00eb9a53,facebook_id,fb_263511,0.85,facebook,False,
226,8544133d-5401-4f18-95c5-3b27f52ae0a8,email,edas-neves@example.com,1.0,email,True,2025-07-21 13:50:49.064436
227,8544133d-5401-4f18-95c5-3b27f52ae0a8,phone,(051) 9941 8334,0.95,whatsapp,True,2025-08-12 13:50:49.064438
228,8544133d-5401-4f18-95c5-3b27f52ae0a8,facebook_id,fb_586466,0.85,facebook,False,
229,2237314e-36dc-41c7-b592-ccbde1dc201b,email,joao-felipe48@example.net,1.0,email,True,2025-10-19 13:50:49.064441
230,2237314e-36dc-41c7-b592-ccbde1dc201b,phone,+55 (011) 6906 4110,0.95,whatsapp,True,2025-08-29 13:50:49.064443
231,2237314e-36dc-41c7-b592-ccbde1dc201b,facebook_id,fb_350444,0.85,facebook,False,
232,f841df81-7206-4dff-88ab-917ddd79c7f9,email,joao-miguelda-paz@example.org,1.0,email,True,2025-07-21 13:50:49.064449
233,f841df81-7206-4dff-88ab-917ddd79c7f9,phone,(084) 3805 4639,0.95,whatsapp,True,2025-06-11 13:50:49.064451
234,f841df81-7206-4dff-88ab-917ddd79c7f9,facebook_id,fb_795687,0.85,facebook,False,
235,42573acf-1f92-4f51-a2db-d5ec7378b3cc,email,rafaelabreu@example.net,1.0,email,True,2025-07-05 13:50:49.064454
236,42573acf-1f92-4f51-a2db-d5ec7378b3cc,phone,+55 (041) 7471-3251,0.95,whatsapp,True,2025-09-23 13:50:49.064456
237,42573acf-1f92-4f51-a2db-d5ec7378b3cc,facebook_id,fb_211114,0.85,facebook,False,
238,46269a82-8c9e-4084-a285-1480c463acf7,email,ana-carolinasiqueira@example.com,1.0,email,True,2025-09-17 13:50:49.064459
239,46269a82-8c9e-4084-a285-1480c463acf7,phone,+55 81 2580-9059,0.95,whatsapp,True,2025-09-01 13:50:49.064461
240,46269a82-8c9e-4084-a285-1480c463acf7,facebook_id,fb_785673,0.85,facebook,False,
241,c9dc0805-7f9f-4036-a21d-29a67b7bbe7c,email,oda-cruz@example.net,1.0,email,True,2025-11-15 13:50:49.064463
242,c9dc0805-7f9f-4036-a21d-29a67b7bbe7c,phone,31 8355-8349,0.95,whatsapp,True,2025-07-28 13:50:49.064465
243,c9dc0805-7f9f-4036-a21d-29a67b7bbe7c,facebook_id,fb_276685,0.85,facebook,False,
244,e0669a80-3882-46bc-bcb2-e63105b7698e,email,fariasalexia@example.com,1.0,email,True,2025-07-05 13:50:49.064468
245,e0669a80-3882-46bc-bcb2-e63105b7698e,phone,(041) 2637-6025,0.95,whatsapp,True,2025-06-19 13:50:49.064470
246,e0669a80-3882-46bc-bcb2-e63105b7698e,facebook_id,fb_339256,0.85,facebook,False,
247,c7d3bdff-ecbc-46f1-8d98-6a7761ad7faa,email,emanuellajesus@example.com,1.0,email,True,2025-11-21 13:50:49.064476
248,c7d3bdff-ecbc-46f1-8d98-6a7761ad7faa,phone,0900 239 6247,0.95,whatsapp,True,2025-10-08 13:50:49.064478
249,c7d3bdff-ecbc-46f1-8d98-6a7761ad7faa,facebook_id,fb_666702,0.85,facebook,False,
250,98f72a41-6378-4502-9cf4-0cf1e322a776,email,rocharavi-lucca@example.net,1.0,email,True,2025-09-25 13:50:49.064481
251,98f72a41-6378-4502-9cf4-0cf1e322a776,phone,+55 (031) 7404-6212,0.95,whatsapp,True,2025-07-02 13:50:49.064483
252,98f72a41-6378-4502-9cf4-0cf1e322a776,facebook_id,fb_772723,0.85,facebook,False,
253,35e9cceb-536b-4671-8f51-b64731c473a0,email,theofogaca@example.org,1.0,email,True,2025-10-18 13:50:49.064504
254,35e9cceb-536b-4671-8f51-b64731c473a0,phone,+55 (071) 9326 3621,0.95,whatsapp,True,2025-11-14 13:50:49.064506
255,35e9cceb-536b-4671-8f51-b64731c473a0,facebook_id,fb_616934,0.85,facebook,False,
256,8101dcc8-3353-4906-9aef-3bb0974d26d1,email,ottopires@example.net,1.0,email,True,2025-09-01 13:50:49.064509
257,8101dcc8-3353-4906-9aef-3bb0974d26d1,phone,+55 41 5329-6702,0.95,whatsapp,True,2025-08-09 13:50:49.064511
258,8101dcc8-3353-4906-9aef-3bb0974d26d1,facebook_id,fb_574320,0.85,facebook,False,
259,905fd858-53c2-4fad-8673-1e0322e44c95,email,joao-lucas56@example.org,1.0,email,True,2025-09-04 13:50:49.064517
260,905fd858-53c2-4fad-8673-1e0322e44c95,phone,+55 84 7150 5703,0.95,whatsapp,True,2025-09-16 13:50:49.064519
261,905fd858-53c2-4fad-8673-1e0322e44c95,facebook_id,fb_978039,0.85,facebook,False,
262,7c495786-f8f9-4159-a70e-0d1a4bae5dae,email,gustavo-henriquearagao@example.net,1.0,email,True,2025-06-12 13:50:49.064522
263,7c495786-f8f9-4159-a70e-0d1a4bae5dae,phone,(071) 3348-6765,0.95,whatsapp,True,2025-11-30 13:50:49.064524
264,7c495786-f8f9-4159-a70e-0d1a4bae5dae,facebook_id,fb_454457,0.85,facebook,False,
265,7ca71b63-0163-4b99-8918-51e35c00f418,email,tmendes@example.com,1.0,email,True,2025-06-26 13:50:49.064526
266,7ca71b63-0163-4b99-8918-51e35c00f418,phone,31 1827-8967,0.95,whatsapp,True,2025-10-15 13:50:49.064528
267,7ca71b63-0163-4b99-8918-51e35c00f418,facebook_id,fb_246066,0.85,facebook,False,
268,2dcdd05a-06d3-455b-9d5a-72ed8f8b28eb,email,maria-lauraalmeida@example.org,1.0,email,True,2025-06-22 13:50:49.064531
269,2dcdd05a-06d3-455b-9d5a-72ed8f8b28eb,phone,+55 41 1020-4377,0.95,whatsapp,True,2025-11-10 13:50:49.064533
270,2dcdd05a-06d3-455b-9d5a-72ed8f8b28eb,facebook_id,fb_352432,0.85,facebook,False,
271,2ec50957-f840-405e-9212-a59507daccf0,email,peixotodavi-luiz@example.org,1.0,email,True,2025-12-07 13:50:49.064541
272,2ec50957-f840-405e-9212-a59507daccf0,phone,0500-756-3056,0.95,whatsapp,True,2025-07-04 13:50:49.064546
273,2ec50957-f840-405e-9212-a59507daccf0,facebook_id,fb_704456,0.85,facebook,False,
274,ba4d21f3-f911-4479-b38b-2d113e29c6a7,email,nogueiradante@example.org,1.0,email,True,2025-10-17 13:50:49.064549
275,ba4d21f3-f911-4479-b38b-2d113e29c6a7,phone,0900 194 3610,0.95,whatsapp,True,2025-07-25 13:50:49.064551
276,ba4d21f3-f911-4479-b38b-2d113e29c6a7,facebook_id,fb_571331,0.85,facebook,False,
277,2d752cc8-5a58-4f96-8f04-5f186906abcc,email,anna-liz95@example.com,1.0,email,True,2025-07-21 13:50:49.064554
278,2d752cc8-5a58-4f96-8f04-5f186906abcc,phone,(021) 5210 5465,0.95,whatsapp,True,2025-07-29 13:50:49.064556
279,2d752cc8-5a58-4f96-8f04-5f186906abcc,facebook_id,fb_893705,0.85,facebook,False,
280,45936016-6895-4c2b-ac1d-a3173f5c62dc,email,mendoncaandre@example.org,1.0,email,True,2025-10-22 13:50:49.064559
281,45936016-6895-4c2b-ac1d-a3173f5c62dc,phone,+55 71 6183-2378,0.95,whatsapp,True,2025-07-02 13:50:49.064561
282,45936016-6895-4c2b-ac1d-a3173f5c62dc,facebook_id,fb_263451,0.85,facebook,False,
283,3e5f241e-0d3f-42bd-9451-3f1c5ddf36d4,email,maria-sophia53@example.net,1.0,email,True,2025-09-05 13:50:49.064564
284,3e5f241e-0d3f-42bd-9451-3f1c5ddf36d4,phone,+55 (081) 2240 2373,0.95,whatsapp,True,2025-09-02 13:50:49.064566
285,3e5f241e-0d3f-42bd-9451-3f1c5ddf36d4,facebook_id,fb_331389,0.85,facebook,False,
286,762546bd-75be-4a25-ae5b-b1d8fd02aea8,email,sophie79@example.com,1.0,email,True,2025-10-19 13:50:49.064571
287,762546bd-75be-4a25-ae5b-b1d8fd02aea8,phone,+55 41 8193-6037,0.95,whatsapp,True,2025-08-13 13:50:49.064573
288,762546bd-75be-4a25-ae5b-b1d8fd02aea8,facebook_id,fb_756795,0.85,facebook,False,
289,af01ea74-eb84-4073-9954-bfaaace181af,email,britoeloah@example.com,1.0,email,True,2025-07-02 13:50:49.064576
290,af01ea74-eb84-4073-9954-bfaaace181af,phone,0300-787-6639,0.95,whatsapp,True,2025-08-08 13:50:49.064578
291,af01ea74-eb84-4073-9954-bfaaace181af,facebook_id,fb_942875,0.85,facebook,False,
292,334549a5-661e-4150-a1e3-9250c5e11d59,email,fernanda85@example.net,1.0,email,True,2025-10-10 13:50:49.064581
293,334549a5-661e-4150-a1e3-9250c5e11d59,phone,+55 (081) 8511 8570,0.95,whatsapp,True,2025-08-27 13:50:49.064583
294,334549a5-661e-4150-a1e3-9250c5e11d59,facebook_id,fb_717276,0.85,facebook,False,
295,77a9629e-ea92-45c6-a598-32db62cac7e3,email,amanda69@example.org,1.0,email,True,2025-08-05 13:50:49.064586
296,77a9629e-ea92-45c6-a598-32db62cac7e3,phone,0300 891 4625,0.95,whatsapp,True,2025-07-25 13:50:49.064589
297,77a9629e-ea92-45c6-a598-32db62cac7e3,facebook_id,fb_845497,0.85,facebook,False,
298,25e747d5-0286-466d-9198-2ddc19a2e227,email,vitoria54@example.net,1.0,email,True,2025-07-15 13:50:49.064592
299,25e747d5-0286-466d-9198-2ddc19a2e227,phone,+55 (011) 5232 4134,0.95,whatsapp,True,2025-06-20 13:50:49.064597
300,25e747d5-0286-466d-9198-2ddc19a2e227,facebook_id,fb_833200,0.85,facebook,False,
