id,tenant_id,client_id,email,phone,whatsapp_number,name,facebook_id,instagram_id,google_id,linkedin_id,tiktok_id,preferred_channel,communication_frequency,best_contact_time,current_stage,last_channel,last_interaction,total_touchpoints,channel_mix,lifetime_value,avg_order_value,purchase_count,tags,segments,cart_items,cart_value
0306d8f8-6876-4d76-9511-c441a76daf5f,231,231,oda-cruz@example.org,71 7776-0071,+55 61 4962-3982,Stephany Cunha,fb_936341,ig_235321,google_163782,li_535097,,email,high,evening,awareness,whatsapp,2025-11-27 13:50:48.883277,36,"{""email"": 0.36476050415363914, ""whatsapp"": 0.1076969709875093, ""instagram"": 0.16397270090863492, ""website"": 0.2806863544508735}",6664.85,745.92,13,"['Engajado', 'Novo', 'VIP']",['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 2}]",442.5
7a93790a-c953-44ed-9960-ae83636dc2dd,231,231,joao-guilherme67@example.com,+55 71 5073 1030,+55 61 4801-7787,Enzo Araújo,fb_752998,ig_210738,google_433488,,tt_497184,email,medium,evening,retention,whatsapp,2025-11-20 13:50:48.883371,30,"{""email"": 0.3751920160728664, ""whatsapp"": 0.29365474633458244, ""instagram"": 0.25833751240320774, ""website"": 0.2793135120327651}",8797.99,273.58,2,['Em Risco'],['Lost'],"[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 1}]",309.41
91f89121-f250-49d8-8637-b21873a3b354,231,231,riosstephany@example.com,+55 (071) 9719 2861,+55 (011) 6802 2153,Vitória Araújo,fb_286425,ig_442073,google_389310,,tt_120573,phone,high,afternoon,awareness,website,2025-11-21 13:50:48.883481,34,"{""email"": 0.3638761150901084, ""whatsapp"": 0.2644713729003188, ""instagram"": 0.3312021518490381, ""website"": 0.37241867565936704}",5231.17,187.21,18,['Em Risco'],['High Value'],[],319.86
829d3994-9a8d-41c5-92a6-035c7984b56f,231,231,ycavalcante@example.org,0500-727-0647,+55 61 2535-5594,Vicente Nogueira,fb_558246,ig_508430,google_438284,li_640304,,whatsapp,high,evening,consideration,email,2025-11-14 13:50:48.883578,5,"{""email"": 0.2553306451895763, ""whatsapp"": 0.11239552680424617, ""instagram"": 0.29031256707300046, ""website"": 0.2626360354371988}",6676.02,472.68,18,"['Novo', 'VIP', 'Novo']","['Active', 'Lost']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}]",142.31
cc28f174-aacc-4cf5-9055-776898b92cb9,231,231,manuelaalbuquerque@example.org,41 4384-6997,(031) 6396-8104,Maria Luísa da Cunha,fb_590186,ig_740261,google_153413,li_430176,tt_961337,whatsapp,low,afternoon,retention,email,2025-12-04 13:50:48.883681,36,"{""email"": 0.3309707366373654, ""whatsapp"": 0.2153899729603541, ""instagram"": 0.1819611651431952, ""website"": 0.2910890198133183}",2997.41,202.22,7,['VIP'],"['High Value', 'High Value']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",149.39
414d137c-8a75-4b9e-bacf-2e9dc2ccc442,231,231,rafaela25@example.com,+55 (061) 4366 7325,+55 71 4273-7187,Théo Castro,fb_319939,ig_668449,google_632616,li_668264,,phone,medium,morning,retention,whatsapp,2025-11-22 13:50:48.883791,15,"{""email"": 0.30027470786199395, ""whatsapp"": 0.2568114206234643, ""instagram"": 0.23888244653313828, ""website"": 0.2688948725383487}",2625.11,111.83,5,"['Em Risco', 'VIP', 'Em Risco']","['High Value', 'High Value']","[{""product_id"": 0, ""quantity"": 2}]",78.5
bd5d67db-a565-429f-9458-373f9d6ca394,231,231,agathasousa@example.net,+55 (031) 8680-8475,(071) 9198-7340,Kevin Marques,fb_590854,ig_184536,google_196333,li_679713,tt_805153,instagram,low,evening,decision,email,2025-12-02 13:50:48.883901,44,"{""email"": 0.3492347861701658, ""whatsapp"": 0.12407277953213541, ""instagram"": 0.2561196709202276, ""website"": 0.2534466461655397}",5372.38,422.97,3,"['VIP', 'Engajado']",['High Value'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 1}]",488.77
c3922767-3f8b-4566-9f94-956429bca797,231,231,mouradanilo@example.com,0800 451 8950,+55 (081) 3916-0105,Enzo Caldeira,fb_870678,ig_491833,google_171036,,tt_978558,whatsapp,low,morning,retention,website,2025-11-16 13:50:48.884075,44,"{""email"": 0.2290798482069282, ""whatsapp"": 0.25486047026913483, ""instagram"": 0.2623510801371111, ""website"": 0.3786579041441867}",6047.2,503.27,17,"['Engajado', 'VIP']",['At Risk'],"[{""product_id"": 0, ""quantity"": 1}]",301.37
32fe33ed-24b1-4566-bfcb-1b67bec4e1c3,231,231,diego72@example.net,+55 11 2020-2760,+55 (081) 7124-4604,Sra. Lara Monteiro,fb_493712,ig_153722,google_484793,,tt_147570,phone,low,morning,decision,email,2025-12-02 13:50:48.884147,35,"{""email"": 0.2410366335656404, ""whatsapp"": 0.26906363412302314, ""instagram"": 0.2731299952962228, ""website"": 0.22738070584115455}",3472.91,989.62,3,"['Engajado', 'Novo', 'Novo']","['Active', 'Lost']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 2}]",174.97
b564d4e3-2e93-4b37-99da-544e98c50a38,231,231,maria-claramelo@example.net,71 2064 7955,+55 41 9556 7135,Juan Carvalho,fb_827021,ig_304429,google_188120,li_875146,tt_826646,instagram,medium,afternoon,awareness,instagram,2025-12-07 13:50:48.884215,39,"{""email"": 0.3167318646902063, ""whatsapp"": 0.2984466003013594, ""instagram"": 0.33322936787239643, ""website"": 0.27629484340733346}",2710.75,687.78,4,"['Novo', 'Novo', 'Novo']",['Active'],[],64.36
195aa75c-5d5e-41f0-9eb7-280d5982a05a,231,231,hrios@example.org,+55 51 4157 8744,+55 71 0101 9455,Sr. Ryan Moreira,fb_108215,ig_394850,google_263215,li_320401,,whatsapp,high,evening,consideration,email,2025-11-17 13:50:48.884307,41,"{""email"": 0.2773170456350853, ""whatsapp"": 0.25370325616773326, ""instagram"": 0.2148791715906481, ""website"": 0.32211646694881063}",7280.22,238.2,1,"['VIP', 'VIP']","['Active', 'Lost']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",233.65
69f10c36-8548-407b-8a72-2b91b24b52db,231,231,abarros@example.com,+55 61 0017 6800,+55 71 5037-5014,Maria Luísa da Costa,fb_951213,ig_623915,google_784004,,,whatsapp,medium,afternoon,retention,website,2025-11-08 13:50:48.884393,32,"{""email"": 0.24050744982559422, ""whatsapp"": 0.20069311414501598, ""instagram"": 0.22138465971523347, ""website"": 0.39419459252888744}",5112.55,576.92,18,"['Engajado', 'Engajado', 'Engajado']",['Lost'],[],46.68
9ef717c9-5c90-4a13-84e5-a9e65de15eba,231,231,vitorsantos@example.com,+55 (061) 3185 2451,+55 (021) 5189 1389,Dr. Danilo Sales,fb_935864,ig_709001,google_668336,,tt_152822,phone,medium,morning,retention,whatsapp,2025-12-05 13:50:48.884467,5,"{""email"": 0.31268868968935104, ""whatsapp"": 0.23204567078550234, ""instagram"": 0.3252526131213812, ""website"": 0.331227908774426}",9061.9,855.55,13,"['Engajado', 'VIP']","['Lost', 'High Value']",[],189.2
3468fd78-e466-4083-9012-ab1d391bbdec,231,231,theoviana@example.com,+55 (051) 1626 0942,+55 71 5216 2892,Maria Luiza Marques,fb_518326,ig_994979,google_931199,li_649012,,whatsapp,medium,evening,awareness,instagram,2025-11-15 13:50:48.884538,15,"{""email"": 0.27389706994870044, ""whatsapp"": 0.20885966818330376, ""instagram"": 0.20325185116742955, ""website"": 0.26450507268843126}",9324.54,480.06,3,"['Novo', 'Engajado', 'Engajado']","['High Value', 'Lost']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 1}]",20.64
795c9c08-d908-426b-a29a-5f4f31e48485,231,231,benjamim53@example.com,(051) 5316-3733,+55 31 5930-2748,Mariane Correia,fb_165314,ig_656974,google_322432,,tt_747811,instagram,high,afternoon,decision,website,2025-11-21 13:50:48.884619,41,"{""email"": 0.20890521398801049, ""whatsapp"": 0.2639851254199991, ""instagram"": 0.33909997086484167, ""website"": 0.37947618953034234}",5572.85,273.16,14,"['Novo', 'Novo']",['Lost'],[],91.4
1ed9c785-a5c3-437a-8420-11e883a61cf0,231,231,ycastro@example.org,+55 61 2862-8742,+55 51 5337 8563,João Carvalho,fb_327070,ig_173656,google_802510,li_821150,,phone,high,evening,retention,instagram,2025-12-07 13:50:48.884694,25,"{""email"": 0.3843800002932084, ""whatsapp"": 0.2211681051315998, ""instagram"": 0.2655922703095301, ""website"": 0.3270828197654363}",3385.08,676.31,17,"['VIP', 'Engajado']","['Active', 'At Risk']","[{""product_id"": 0, ""quantity"": 2}]",53.46
b8076b49-e271-4130-9e9b-1d5d56fb980c,231,231,ana-carolinada-paz@example.com,+55 (041) 8969 2550,+55 41 8221-4426,Sr. Thiago Rocha,fb_538586,ig_870653,google_651429,li_124247,,email,medium,afternoon,retention,email,2025-12-01 13:50:48.884802,45,"{""email"": 0.3467995292538537, ""whatsapp"": 0.14005730258584817, ""instagram"": 0.16556532425240472, ""website"": 0.36370976741178107}",9744.19,207.5,16,"['Em Risco', 'Novo', 'Engajado']","['Lost', 'At Risk']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}]",417.53
dd571eb4-c9ef-4051-9a0f-f840c3a3562f,231,231,vitorianovaes@example.net,(061) 7701 9995,(071) 7466-1059,Levi Camargo,fb_620912,ig_671072,google_266775,,tt_140915,instagram,high,evening,retention,website,2025-11-25 13:50:48.884891,13,"{""email"": 0.20640521724205757, ""whatsapp"": 0.16178156856434514, ""instagram"": 0.15280680644748737, ""website"": 0.382085888744192}",5448.11,743.48,13,"['VIP', 'VIP']","['Lost', 'Lost']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",69.46
380ae3c5-f183-49a5-965d-f67c2ae4b7cd,231,231,da-rosaana-cecilia@example.org,0300 609 5113,+55 (031) 4356-8439,Laís da Mota,fb_729039,ig_744307,google_831875,,tt_983424,phone,medium,evening,consideration,instagram,2025-11-10 13:50:48.884974,26,"{""email"": 0.33279772528117374, ""whatsapp"": 0.1601397099341288, ""instagram"": 0.20261235286906412, ""website"": 0.3124433067265874}",4508.15,508.98,20,['VIP'],"['Active', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",21.84
1e90c9e2-b97a-4c2f-8fd0-1d747656637f,231,231,maria25@example.org,(021) 3136-4315,+55 (041) 6334 2191,Théo Correia,fb_798568,ig_124611,google_203696,,tt_209275,whatsapp,high,morning,retention,whatsapp,2025-11-21 13:50:48.885090,31,"{""email"": 0.3341839276813665, ""whatsapp"": 0.20512286606227043, ""instagram"": 0.34780442600935124, ""website"": 0.32322962006175315}",8133.11,850.88,20,"['Novo', 'Engajado', 'Engajado']","['At Risk', 'Lost']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",446.72
8295abbb-910d-4bb3-9c22-5612ce2daf7c,231,231,luara46@example.net,+55 71 6048-3959,(061) 2721 3355,Maria Alice Jesus,fb_191096,ig_163329,google_337665,,tt_381736,email,high,afternoon,consideration,website,2025-11-18 13:50:48.885204,10,"{""email"": 0.3412066702625252, ""whatsapp"": 0.26648658778074985, ""instagram"": 0.2659244807972484, ""website"": 0.28208371720561165}",5069.88,664.21,1,"['Novo', 'VIP', 'VIP']",['Active'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}, {""product_id"": 2, ""quantity"": 2}]",318.35
4d132953-8ea8-4d01-a20b-cd8eb627670c,231,231,montenegroemilly@example.net,+55 21 9130 7095,(011) 1011 8252,Ágatha Lopes,fb_138142,ig_713911,google_938207,,,email,high,morning,awareness,email,2025-11-19 13:50:48.885293,11,"{""email"": 0.28593791185651407, ""whatsapp"": 0.17112359230895494, ""instagram"": 0.28320136158597176, ""website"": 0.37460119474392406}",3434.6,948.49,8,['VIP'],['Lost'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 1}]",327.26
5bc5d90d-9212-426f-8ff5-e553d8f5439a,231,231,mayasales@example.org,61 1734 1850,(084) 1602-7934,Isadora da Cunha,fb_614761,ig_862502,google_412597,li_782430,tt_943468,email,high,afternoon,consideration,whatsapp,2025-11-28 13:50:48.885407,47,"{""email"": 0.3349565305559682, ""whatsapp"": 0.21412220523721992, ""instagram"": 0.33678711040752835, ""website"": 0.2915498415924883}",9341.18,277.75,16,['Engajado'],['Lost'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}, {""product_id"": 2, ""quantity"": 3}]",443.31
dde432a6-e767-4fe3-b638-f4235b0b9ddb,231,231,ana-livia98@example.org,31 6101 9363,+55 81 9787-1209,Luísa Teixeira,fb_148076,ig_885890,google_569169,,tt_800275,phone,low,morning,retention,email,2025-12-02 13:50:48.885503,47,"{""email"": 0.38257129230026526, ""whatsapp"": 0.1001858735670601, ""instagram"": 0.1793646534645552, ""website"": 0.206705005393137}",713.25,342.76,5,"['Novo', 'Em Risco']",['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 2}]",169.22
4b97f8d4-4293-471f-b7c5-4960250cf971,231,231,thiagoda-luz@example.net,+55 31 8764-1075,84 0021 3843,Pedro Henrique Lima,fb_551994,ig_806430,google_819129,li_163829,tt_301812,instagram,medium,afternoon,decision,email,2025-12-06 13:50:48.885601,31,"{""email"": 0.20297476374650344, ""whatsapp"": 0.20166913028658712, ""instagram"": 0.29022383328231177, ""website"": 0.3754433205013824}",2326.34,854.64,18,"['Novo', 'Em Risco', 'Em Risco']","['At Risk', 'Active']",[],130.16
ef2675c9-1c95-4dd6-869f-40aadf038c78,231,231,isabelly02@example.org,41 3220-4436,21 8485 5247,Bella Cirino,fb_173140,ig_805802,google_460988,li_271600,tt_655134,whatsapp,low,morning,awareness,website,2025-11-09 13:50:48.885731,22,"{""email"": 0.34570687149612894, ""whatsapp"": 0.10409410880549193, ""instagram"": 0.28177366889431726, ""website"": 0.32543565625875953}",9964.68,642.79,16,"['Em Risco', 'Em Risco']","['Active', 'Active']","[{""product_id"": 0, ""quantity"": 3}]",351.11
a740c10a-9aee-4e4a-812f-3184f5832955,231,231,bruno31@example.net,+55 (081) 4796 1086,(081) 2903 1996,Sr. Luiz Fernando Macedo,fb_461812,ig_812093,google_578726,li_623120,tt_866992,instagram,high,morning,decision,website,2025-11-08 13:50:48.885847,34,"{""email"": 0.22589574197207107, ""whatsapp"": 0.2272580737418795, ""instagram"": 0.3029035752912527, ""website"": 0.34387435804895716}",9178.35,532.74,17,['Em Risco'],['High Value'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 3}]",435.15
cedfcbc5-426c-4e6b-b1b7-cfc7fde41d82,231,231,fernandada-costa@example.net,41 8971-2088,+55 51 8967 9116,Davi Luiz Macedo,fb_122841,ig_133755,google_725409,li_686192,,whatsapp,high,evening,consideration,whatsapp,2025-12-06 13:50:48.885936,29,"{""email"": 0.3272109527285001, ""whatsapp"": 0.12622689324781572, ""instagram"": 0.17573534176165306, ""website"": 0.22532948318670842}",3877.21,413.79,20,"['VIP', 'Engajado']","['High Value', 'High Value']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 2}]",234.79
a2cf795f-da15-431e-be4f-20a435a09aae,231,231,jfreitas@example.org,(031) 9768-8898,81 4445 3943,Dra. Luara Camargo,fb_700809,ig_695461,google_192897,,tt_654478,instagram,low,afternoon,decision,website,2025-11-27 13:50:48.886029,12,"{""email"": 0.3301312463691637, ""whatsapp"": 0.29878005798247875, ""instagram"": 0.19459086699310157, ""website"": 0.2409150688635186}",3019.76,150.29,15,"['VIP', 'VIP', 'Novo']",['High Value'],"[{""product_id"": 0, ""quantity"": 3}]",164.39
4b30a992-f008-4755-9f14-2f2ab32702f4,231,231,gaelalves@example.org,+55 84 0703 2618,+55 41 5165-2229,Samuel Teixeira,fb_779967,ig_406665,google_350242,,tt_885926,instagram,medium,evening,awareness,website,2025-12-02 13:50:48.886119,49,"{""email"": 0.34564692651144735, ""whatsapp"": 0.12470241063244164, ""instagram"": 0.25460942262938324, ""website"": 0.21466485207851976}",1457.17,164.23,13,"['Engajado', 'VIP']",['At Risk'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",487.34
7e6574d1-fb8a-4e81-9986-278940f97320,231,231,vasconcelosrodrigo@example.com,+55 (031) 3622 1722,+55 84 1838 0680,Clara Macedo,fb_629761,ig_711974,google_327970,li_766524,tt_154367,phone,low,afternoon,awareness,website,2025-12-08 13:50:48.886206,44,"{""email"": 0.2742053701683908, ""whatsapp"": 0.22906290996303125, ""instagram"": 0.15399205928811563, ""website"": 0.2804361252973121}",1736.38,701.86,6,"['Novo', 'Engajado']","['Active', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}, {""product_id"": 2, ""quantity"": 1}]",1.66
c44e0b33-7927-4d0a-be15-3fc052107d72,231,231,nunespedro@example.com,+55 (071) 4315-3415,(084) 0834-7078,Allana Teixeira,fb_906349,ig_620127,google_735823,li_367737,tt_142040,phone,high,evening,consideration,website,2025-11-19 13:50:48.886287,38,"{""email"": 0.2997515253642678, ""whatsapp"": 0.23271198023678605, ""instagram"": 0.18261643454487445, ""website"": 0.394104660528552}",2312.71,630.03,14,['Novo'],['At Risk'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",53.81
97ae8f0f-fbdd-4e40-827b-c1366cd50b78,231,231,pda-cruz@example.com,+55 84 4609-5561,21 5665-2180,Camila Costa,fb_811839,ig_945675,google_714705,li_335437,tt_479922,phone,high,evening,consideration,whatsapp,2025-11-26 13:50:48.886369,14,"{""email"": 0.34847329051002074, ""whatsapp"": 0.10357095316143153, ""instagram"": 0.23388191879283216, ""website"": 0.3835878362534976}",1494.27,642.95,19,"['Engajado', 'Novo']","['Lost', 'Lost']",[],180.56
275ff5f7-f202-4ed5-97a3-cc8f888724dd,231,231,macedoayla@example.com,+55 (011) 0982-0908,(041) 7023-1071,Maria Vitória Sousa,fb_447595,ig_870257,google_334756,,,phone,high,morning,awareness,whatsapp,2025-11-18 13:50:48.886447,24,"{""email"": 0.3634565003143308, ""whatsapp"": 0.1658935768853778, ""instagram"": 0.2265845654604715, ""website"": 0.21271450462380168}",8402.54,774.5,15,"['Em Risco', 'VIP']",['High Value'],[],400.89
e736f11c-b5a5-4bd9-947e-b947a04d03ff,231,231,camaramelina@example.net,51 0959 4965,+55 (031) 7457-8707,Luana Martins,fb_924071,ig_145441,google_279862,,tt_795113,instagram,high,evening,retention,email,2025-11-14 13:50:48.886510,5,"{""email"": 0.27020697462651816, ""whatsapp"": 0.2272999065000362, ""instagram"": 0.33845951307652483, ""website"": 0.24546096103301032}",9026.01,148.07,14,['VIP'],['At Risk'],"[{""product_id"": 0, ""quantity"": 2}]",417.34
34d3163b-8e15-4818-93bf-ca4c16f7f51c,231,231,fernandesluara@example.org,+55 (071) 8631 0720,11 9259 6393,Davi Miguel Jesus,fb_501684,ig_727134,google_318307,,tt_764479,whatsapp,high,afternoon,decision,website,2025-11-14 13:50:48.886582,16,"{""email"": 0.2357971897650096, ""whatsapp"": 0.2821655906969554, ""instagram"": 0.2852648416325773, ""website"": 0.29514583247491616}",2347.13,169.04,12,['Em Risco'],['Lost'],"[{""product_id"": 0, ""quantity"": 3}]",13.14
ea8b9873-599d-4185-a934-de54a2521010,231,231,borgeshenrique@example.com,(031) 8984-9489,+55 31 5895-4457,Bárbara Guerra,fb_440967,ig_567734,google_731863,,,instagram,medium,evening,decision,email,2025-11-20 13:50:48.886669,50,"{""email"": 0.3128970673316841, ""whatsapp"": 0.23195190916980193, ""instagram"": 0.213114781631638, ""website"": 0.33570643451018467}",9726.38,783.78,13,['Em Risco'],['At Risk'],[],482.93
20a57dd0-bd3c-4e5c-bf42-e3919eae1f94,231,231,moreiracarolina@example.com,+55 (041) 4111 6337,+55 41 6591-5739,Melina Andrade,fb_851383,ig_968932,google_247961,li_568457,tt_178079,instagram,medium,morning,retention,instagram,2025-12-08 13:50:48.886734,46,"{""email"": 0.2889397040885569, ""whatsapp"": 0.16409875403926713, ""instagram"": 0.1719616217847156, ""website"": 0.3083274456203801}",3820.96,681.68,4,['Engajado'],['Lost'],"[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 2}]",177.56
a8aa7b3d-f8a0-4f2a-a6e4-9750794c9e4d,231,231,mmarques@example.org,+55 84 6008 4131,(081) 2233 9319,Sabrina Mendonça,fb_210534,ig_387193,google_391318,li_491417,tt_180920,phone,medium,evening,retention,website,2025-11-13 13:50:48.886848,5,"{""email"": 0.3937259407225916, ""whatsapp"": 0.24398409177794175, ""instagram"": 0.1609184424823228, ""website"": 0.25406346207051067}",3085.05,101.32,3,['Engajado'],"['At Risk', 'At Risk']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",230.72
02ff89ef-9f98-4260-a04a-ffb969ab5fb1,231,231,qabreu@example.org,+55 84 9345-0987,+55 (041) 0412-2172,Sra. Ester Melo,fb_539618,ig_985163,google_773603,li_978336,tt_480374,phone,low,evening,consideration,website,2025-11-23 13:50:48.886937,24,"{""email"": 0.21671781951861713, ""whatsapp"": 0.11173170110220068, ""instagram"": 0.15054296021643374, ""website"": 0.30393041122619197}",6335.92,813.05,5,['Engajado'],['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 1}]",155.31
01d82e7f-ba00-403f-bfb3-afe2f65361af,231,231,otavio54@example.org,+55 21 0448-0872,(041) 6858 5136,Benjamim Ramos,fb_608800,ig_767384,google_124563,li_978556,,phone,medium,morning,retention,whatsapp,2025-11-12 13:50:48.887006,5,"{""email"": 0.2643955308256149, ""whatsapp"": 0.2552058799195255, ""instagram"": 0.32474914833357604, ""website"": 0.23298309377308535}",6165.9,955.85,17,['Novo'],['Active'],[],467.28
8f6ab6f3-528d-43fb-9653-855bddb8bb53,231,231,danteda-rocha@example.net,+55 (081) 7527-3760,+55 11 5592 6719,Maria Isis Alves,fb_942096,ig_780886,google_496185,,tt_602270,email,low,afternoon,retention,email,2025-11-26 13:50:48.887070,43,"{""email"": 0.2109164077345338, ""whatsapp"": 0.18669303036833446, ""instagram"": 0.3240126765663026, ""website"": 0.21153589685508703}",5973.71,342.27,4,"['Novo', 'Novo']","['Active', 'High Value']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",16.14
2cf1891f-e56f-4c0a-9ffa-69784632690c,231,231,eduarda67@example.net,(031) 4319 9918,+55 21 0391 8054,Ana Julia Lopes,fb_752138,ig_506053,google_805796,,tt_745805,phone,low,morning,consideration,whatsapp,2025-12-08 13:50:48.887137,37,"{""email"": 0.33390629999482524, ""whatsapp"": 0.1980175950244898, ""instagram"": 0.25341524677123184, ""website"": 0.34242992620034696}",4797.03,606.87,17,"['Engajado', 'Em Risco', 'Engajado']","['At Risk', 'Lost']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",498.12
a33d0860-1a53-407b-bda8-8ea4af525b4c,231,231,nda-luz@example.org,+55 11 0932 8262,+55 (021) 5302 8692,Thomas da Costa,fb_568704,ig_365956,google_626617,,tt_112803,email,high,evening,retention,email,2025-11-10 13:50:48.887206,25,"{""email"": 0.2514686949374183, ""whatsapp"": 0.2628746991350498, ""instagram"": 0.26808191089032596, ""website"": 0.27098655554049517}",1598.78,994.83,7,"['Novo', 'Engajado']",['High Value'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",382.36
b438b276-4227-4e0d-a7f8-5d8d0fe799e3,231,231,pereirahelena@example.org,(081) 2750 6922,+55 51 9636 7861,Benjamim Ribeiro,fb_647233,ig_169347,google_390480,,,whatsapp,medium,afternoon,decision,email,2025-11-18 13:50:48.887268,20,"{""email"": 0.2898760662670866, ""whatsapp"": 0.184028076815794, ""instagram"": 0.21521047809114546, ""website"": 0.31357975643657887}",6866.02,250.9,7,"['VIP', 'Em Risco', 'Novo']",['Lost'],[],398.15
e9d47fec-f261-4cfc-8e72-44a1b4f428b6,231,231,juanfarias@example.org,51 3660 5125,+55 (011) 4663-6001,Igor Sampaio,fb_223901,ig_785413,google_969980,li_482287,,email,high,morning,retention,email,2025-12-08 13:50:48.887326,22,"{""email"": 0.38054084843411734, ""whatsapp"": 0.2188282758715137, ""instagram"": 0.2107727623465789, ""website"": 0.3467319403667388}",3173.51,335.55,12,"['VIP', 'Em Risco', 'VIP']",['At Risk'],"[{""product_id"": 0, ""quantity"": 2}]",279.86
6b09201a-4176-400c-bc2f-313fd2ef9040,231,231,barbaraabreu@example.org,+55 61 6718 5523,(061) 5064-0277,Samuel Souza,fb_197646,ig_837487,google_756380,li_752476,tt_268332,phone,high,evening,awareness,email,2025-11-19 13:50:48.887400,37,"{""email"": 0.36877804993609203, ""whatsapp"": 0.1851904093581655, ""instagram"": 0.2856312752514784, ""website"": 0.32809841695837094}",8355.22,570.37,10,"['VIP', 'Novo']","['Lost', 'High Value']",[],238.45
a7896a5d-cb32-4ad8-af90-f30d723c8c8d,231,231,mendesfernanda@example.net,51 6258 3475,0500 740 7241,João Felipe Ferreira,fb_589261,ig_818102,google_259501,li_391825,,email,medium,afternoon,awareness,email,2025-11-28 13:50:48.887520,38,"{""email"": 0.3488074555675057, ""whatsapp"": 0.16892788641806128, ""instagram"": 0.18071541529913326, ""website"": 0.3997858772849171}",610.67,660.77,16,"['Em Risco', 'Novo']",['At Risk'],[],16.74
f88604c3-72ae-4fa7-b169-4823a649247c,231,231,sarahlopes@example.org,+55 (081) 2837 7682,31 0098-0274,Luiz Felipe Rocha,fb_161572,ig_306879,google_187569,,tt_645181,phone,low,afternoon,decision,website,2025-12-03 13:50:48.887642,14,"{""email"": 0.3372519154997403, ""whatsapp"": 0.2221545715685922, ""instagram"": 0.2767335458545434, ""website"": 0.29364925536415715}",3007.7,963.73,20,"['Em Risco', 'Engajado']",['At Risk'],[],299.54
a603bcba-2f06-4ab5-9e03-8a23e32f7227,231,231,laiscunha@example.org,51 8519 5957,+55 (011) 0513-3979,Mateus Silva,fb_139739,ig_186769,google_110509,,tt_523116,whatsapp,low,afternoon,consideration,whatsapp,2025-11-24 13:50:48.887732,36,"{""email"": 0.33947167658774724, ""whatsapp"": 0.1946950153333918, ""instagram"": 0.25630075831319965, ""website"": 0.3154510487704633}",8578.17,248.88,17,['Engajado'],"['At Risk', 'At Risk']","[{""product_id"": 0, ""quantity"": 3}]",139.13
